Date,Close,Volume,stock_id
2020-01-02,27.219999313354492,582541,VAPORES.SN
2020-01-03,27.190000534057617,5148280,VAPORES.SN
2020-01-06,26.75,400000,VAPORES.SN
2020-01-07,26.8799991607666,671941,VAPORES.SN
2020-01-08,26.520000457763672,18456420,VAPORES.SN
2020-01-09,26.850000381469727,281307,VAPORES.SN
2020-01-10,27.489999771118164,1179662,VAPORES.SN
2020-01-13,26.25,10431720,VAPORES.SN
2020-01-14,26.0,14954719,VAPORES.SN
2020-01-15,26.190000534057617,868637,VAPORES.SN
2020-01-16,26.1200008392334,470000,VAPORES.SN
2020-01-17,26.190000534057617,585566,VAPORES.SN
2020-01-20,26.110000610351562,300000,VAPORES.SN
2020-01-21,26.149999618530273,1000000,VAPORES.SN
2020-01-22,26.1299991607666,2400000,VAPORES.SN
2020-01-23,25.889999389648438,999619,VAPORES.SN
2020-01-24,26.149999618530273,2361759,VAPORES.SN
2020-01-27,25.299999237060547,3300000,VAPORES.SN
2020-01-28,25.299999237060547,7634834,VAPORES.SN
2020-01-29,25.350000381469727,85000,VAPORES.SN
2020-01-30,25.5,1500000,VAPORES.SN
2020-01-31,25.170000076293945,4600000,VAPORES.SN
2020-02-03,24.75,1526152,VAPORES.SN
2020-02-04,25.190000534057617,3357441,VAPORES.SN
2020-02-05,25.5,12346411,VAPORES.SN
2020-02-06,25.600000381469727,373065,VAPORES.SN
2020-02-07,25.3700008392334,318886,VAPORES.SN
2020-02-10,25.299999237060547,1569609,VAPORES.SN
2020-02-11,25.5,3632561,VAPORES.SN
2020-02-12,25.5,1500000,VAPORES.SN
2020-02-13,25.459999084472656,1543025,VAPORES.SN
2020-02-14,26.329999923706055,1778503,VAPORES.SN
2020-02-17,25.790000915527344,2042207,VAPORES.SN
2020-02-18,25.329999923706055,1000000,VAPORES.SN
2020-02-19,25.299999237060547,1718274,VAPORES.SN
2020-02-20,25.43000030517578,4271967,VAPORES.SN
2020-02-21,25.229999542236328,168117,VAPORES.SN
2020-02-24,24.700000762939453,3117586,VAPORES.SN
2020-02-25,24.6299991607666,360928,VAPORES.SN
2020-02-26,24.860000610351562,1000000,VAPORES.SN
2020-02-27,24.459999084472656,555373,VAPORES.SN
2020-02-28,23.989999771118164,1950000,VAPORES.SN
2020-03-02,23.200000762939453,3014888,VAPORES.SN
2020-03-03,23.489999771118164,3513006,VAPORES.SN
2020-03-04,23.479999542236328,520209,VAPORES.SN
2020-03-05,23.459999084472656,129385,VAPORES.SN
2020-03-06,23.520000457763672,956738,VAPORES.SN
2020-03-09,23.190000534057617,1290000,VAPORES.SN
2020-03-10,23.389999389648438,8516,VAPORES.SN
2020-03-11,23.260000228881836,100000,VAPORES.SN
2020-03-12,22.899999618530273,18661765,VAPORES.SN
2020-03-13,22.889999389648438,4507217,VAPORES.SN
2020-03-16,20.5,1500000,VAPORES.SN
2020-03-17,20.5,6171582,VAPORES.SN
2020-03-18,13.800000190734863,2383249,VAPORES.SN
2020-03-19,14.100000381469727,16323881,VAPORES.SN
2020-03-20,14.09000015258789,963617,VAPORES.SN
2020-03-23,12.0,5514667,VAPORES.SN
2020-03-24,12.199999809265137,5892466,VAPORES.SN
2020-03-25,13.729999542236328,1287610,VAPORES.SN
2020-03-26,15.359999656677246,2269125,VAPORES.SN
2020-03-27,16.020000457763672,7486880,VAPORES.SN
2020-03-30,16.649999618530273,3188962,VAPORES.SN
2020-03-31,17.020000457763672,3571990,VAPORES.SN
2020-04-01,16.719999313354492,4429053,VAPORES.SN
2020-04-02,17.549999237060547,2961674,VAPORES.SN
2020-04-03,17.329999923706055,367721,VAPORES.SN
2020-04-06,17.5,14522400,VAPORES.SN
2020-04-07,17.0,5387498,VAPORES.SN
2020-04-08,17.200000762939453,2100466,VAPORES.SN
2020-04-09,17.5,4929953,VAPORES.SN
2020-04-13,17.40999984741211,511312,VAPORES.SN
2020-04-14,17.700000762939453,260288,VAPORES.SN
2020-04-15,17.700000762939453,6546396,VAPORES.SN
2020-04-16,17.610000610351562,520576,VAPORES.SN
2020-04-17,17.700000762939453,1105170,VAPORES.SN
2020-04-20,17.719999313354492,3821353,VAPORES.SN
2020-04-21,17.700000762939453,185479,VAPORES.SN
2020-04-22,18.100000381469727,2271579,VAPORES.SN
2020-04-23,19.149999618530273,3505700,VAPORES.SN
2020-04-24,19.15999984741211,4811790,VAPORES.SN
2020-04-27,19.75,3801476,VAPORES.SN
2020-04-28,20.190000534057617,9717015,VAPORES.SN
2020-04-29,19.950000762939453,564665,VAPORES.SN
2020-04-30,20.0,11490256,VAPORES.SN
2020-05-04,19.239999771118164,978481,VAPORES.SN
2020-05-05,19.420000076293945,298938,VAPORES.SN
2020-05-06,19.5,2794204,VAPORES.SN
2020-05-07,20.600000381469727,14398624,VAPORES.SN
2020-05-08,20.850000381469727,4664111,VAPORES.SN
2020-05-11,20.799999237060547,3107657,VAPORES.SN
2020-05-12,21.010000228881836,2392273,VAPORES.SN
2020-05-13,20.75,1225296,VAPORES.SN
2020-05-14,20.639999389648438,991759,VAPORES.SN
2020-05-15,20.649999618530273,1486634,VAPORES.SN
2020-05-18,20.799999237060547,1885092,VAPORES.SN
2020-05-19,20.68000030517578,1306089,VAPORES.SN
2020-05-20,20.780000686645508,2304338,VAPORES.SN
2020-05-22,20.6200008392334,35958321,VAPORES.SN
