Date,Close,Volume,stock_id
2020-01-02,35300.0,4345,BCI.SN
2020-01-03,35550.0,17589,BCI.SN
2020-01-06,36300.0,19986,BCI.SN
2020-01-07,37100.0,5168,BCI.SN
2020-01-08,37300.0,24644,BCI.SN
2020-01-09,37100.0,43623,BCI.SN
2020-01-10,37400.0,5072,BCI.SN
2020-01-13,37450.0,10170,BCI.SN
2020-01-14,37250.0,39111,BCI.SN
2020-01-15,36586.0,7848,BCI.SN
2020-01-16,36389.0,9491,BCI.SN
2020-01-17,36402.0,9108,BCI.SN
2020-01-20,36000.0,7758,BCI.SN
2020-01-21,34910.0,12385,BCI.SN
2020-01-22,34350.0,7493,BCI.SN
2020-01-23,34194.0,5983,BCI.SN
2020-01-24,33900.0,5654,BCI.SN
2020-01-27,32950.0,2170,BCI.SN
2020-01-28,33350.0,7186,BCI.SN
2020-01-29,32900.0,11661,BCI.SN
2020-01-30,32650.0,16287,BCI.SN
2020-01-31,33413.0,24901,BCI.SN
2020-02-03,34184.0,15326,BCI.SN
2020-02-04,35000.0,34931,BCI.SN
2020-02-05,36000.0,23021,BCI.SN
2020-02-06,36600.0,28868,BCI.SN
2020-02-07,36558.0,5849,BCI.SN
2020-02-10,35900.0,7049,BCI.SN
2020-02-11,36000.0,6961,BCI.SN
2020-02-12,35900.0,5465,BCI.SN
2020-02-13,35900.0,18140,BCI.SN
2020-02-14,36191.0,524,BCI.SN
2020-02-17,36000.0,3214,BCI.SN
2020-02-18,35100.0,6809,BCI.SN
2020-02-19,34000.0,7231,BCI.SN
2020-02-20,34000.0,7456,BCI.SN
2020-02-21,33899.0,7810,BCI.SN
2020-02-24,32766.0,3169,BCI.SN
2020-02-25,32300.0,7893,BCI.SN
2020-02-26,31911.0,17134,BCI.SN
2020-02-27,31998.0,14460,BCI.SN
2020-02-28,30500.0,50558,BCI.SN
2020-03-02,31750.0,19275,BCI.SN
2020-03-03,32300.0,27776,BCI.SN
2020-03-04,33203.0,6263,BCI.SN
2020-03-05,33000.0,24511,BCI.SN
2020-03-06,32110.0,15545,BCI.SN
2020-03-09,31350.0,33198,BCI.SN
2020-03-10,31602.0,22877,BCI.SN
2020-03-11,30401.0,17179,BCI.SN
2020-03-12,28510.0,13885,BCI.SN
2020-03-13,29000.0,45345,BCI.SN
2020-03-16,26000.0,28643,BCI.SN
2020-03-17,26600.0,45835,BCI.SN
2020-03-18,23601.0,9656,BCI.SN
2020-03-19,23650.0,1687,BCI.SN
2020-03-20,24750.0,168922,BCI.SN
2020-03-23,23500.0,13160,BCI.SN
2020-03-24,23349.0,15821,BCI.SN
2020-03-25,25300.0,61104,BCI.SN
2020-03-26,27080.0,16142,BCI.SN
2020-03-27,28102.0,16008,BCI.SN
2020-03-30,27800.0,16691,BCI.SN
2020-03-31,29000.0,43894,BCI.SN
2020-04-01,28490.0,6152,BCI.SN
2020-04-02,29300.0,4862,BCI.SN
2020-04-03,29400.0,12994,BCI.SN
2020-04-06,29880.0,26409,BCI.SN
2020-04-07,29600.0,21345,BCI.SN
2020-04-08,29000.0,22032,BCI.SN
2020-04-09,29205.0,9288,BCI.SN
2020-04-13,29600.0,34860,BCI.SN
2020-04-14,29645.0,5724,BCI.SN
2020-04-15,29000.0,12423,BCI.SN
2020-04-16,28330.0,12257,BCI.SN
2020-04-17,28500.0,9377,BCI.SN
2020-04-20,28299.0,10854,BCI.SN
2020-04-21,26935.0,3363,BCI.SN
2020-04-22,27001.0,23167,BCI.SN
2020-04-23,28242.0,14024,BCI.SN
2020-04-24,27500.0,11839,BCI.SN
2020-04-27,29000.0,15984,BCI.SN
2020-04-28,30000.0,26826,BCI.SN
2020-04-29,31375.0,4464,BCI.SN
2020-04-30,30998.0,11608,BCI.SN
2020-05-04,29300.0,24122,BCI.SN
2020-05-05,29245.0,7999,BCI.SN
2020-05-06,28905.0,15882,BCI.SN
2020-05-07,29803.0,8826,BCI.SN
2020-05-08,28700.0,27756,BCI.SN
2020-05-11,28290.0,8208,BCI.SN
2020-05-12,28000.0,14803,BCI.SN
2020-05-13,26861.0,18868,BCI.SN
2020-05-14,27300.0,7580,BCI.SN
2020-05-15,26712.0,10142,BCI.SN
2020-05-18,28200.0,11042,BCI.SN
2020-05-19,27980.0,7278,BCI.SN
2020-05-20,27715.0,13157,BCI.SN
2020-05-22,27013.0,61103,BCI.SN
