Date,Close,Volume,stock_id
2020-01-02,1915.0,140747,CMPC.SN
2020-01-03,1920.0,393454,CMPC.SN
2020-01-06,1963.0,422852,CMPC.SN
2020-01-07,1960.0,185067,CMPC.SN
2020-01-08,1960.0,995425,CMPC.SN
2020-01-09,1974.0,277913,CMPC.SN
2020-01-10,2080.0,422133,CMPC.SN
2020-01-13,2070.0,290263,CMPC.SN
2020-01-14,2042.0,416215,CMPC.SN
2020-01-15,1999.0999755859375,381651,CMPC.SN
2020-01-16,2057.89990234375,314598,CMPC.SN
2020-01-17,2077.0,325612,CMPC.SN
2020-01-20,2025.0,174046,CMPC.SN
2020-01-21,1970.0,301444,CMPC.SN
2020-01-22,1970.0,128981,CMPC.SN
2020-01-23,1945.0,251026,CMPC.SN
2020-01-24,1930.0,132601,CMPC.SN
2020-01-27,1870.0,119271,CMPC.SN
2020-01-28,1895.0,207675,CMPC.SN
2020-01-29,1870.0,187926,CMPC.SN
2020-01-30,1860.199951171875,72111,CMPC.SN
2020-01-31,1835.0,1277506,CMPC.SN
2020-02-03,1835.0,335271,CMPC.SN
2020-02-04,1868.0,401103,CMPC.SN
2020-02-05,1928.0,299321,CMPC.SN
2020-02-06,1963.9000244140625,363136,CMPC.SN
2020-02-07,1900.0,142139,CMPC.SN
2020-02-10,1840.0999755859375,1542511,CMPC.SN
2020-02-11,1910.0,330295,CMPC.SN
2020-02-12,1950.0,326965,CMPC.SN
2020-02-13,1967.0,503603,CMPC.SN
2020-02-14,1959.0,227864,CMPC.SN
2020-02-17,1931.0,46200,CMPC.SN
2020-02-18,1870.0,117068,CMPC.SN
2020-02-19,1830.0,188064,CMPC.SN
2020-02-20,1800.800048828125,169887,CMPC.SN
2020-02-21,1815.0,511256,CMPC.SN
2020-02-24,1760.0,155702,CMPC.SN
2020-02-25,1713.0,444031,CMPC.SN
2020-02-26,1701.0,425366,CMPC.SN
2020-02-27,1720.0,282193,CMPC.SN
2020-02-28,1650.0,1916475,CMPC.SN
2020-03-02,1685.0,511411,CMPC.SN
2020-03-03,1690.0999755859375,652692,CMPC.SN
2020-03-04,1740.0,463175,CMPC.SN
2020-03-05,1700.0,509563,CMPC.SN
2020-03-06,1681.0,491922,CMPC.SN
2020-03-09,1575.0,892481,CMPC.SN
2020-03-10,1600.0,398216,CMPC.SN
2020-03-11,1572.0,257500,CMPC.SN
2020-03-12,1500.0,416370,CMPC.SN
2020-03-13,1542.0,489439,CMPC.SN
2020-03-16,1325.0,425285,CMPC.SN
2020-03-17,1371.0999755859375,655547,CMPC.SN
2020-03-18,1225.0,310822,CMPC.SN
2020-03-19,1300.0,105000,CMPC.SN
2020-03-20,1339.9000244140625,26396,CMPC.SN
2020-03-23,1280.0,505322,CMPC.SN
2020-03-24,1328.5,501426,CMPC.SN
2020-03-25,1430.0,1506498,CMPC.SN
2020-03-26,1540.0,788607,CMPC.SN
2020-03-27,1650.0,535408,CMPC.SN
2020-03-30,1740.0,490917,CMPC.SN
2020-03-31,1829.0,1040468,CMPC.SN
2020-04-01,1740.0,724306,CMPC.SN
2020-04-02,1774.9000244140625,365024,CMPC.SN
2020-04-03,1748.0,290397,CMPC.SN
2020-04-06,1720.0,646418,CMPC.SN
2020-04-07,1616.0,731464,CMPC.SN
2020-04-08,1660.199951171875,261402,CMPC.SN
2020-04-09,1621.0999755859375,451551,CMPC.SN
2020-04-13,1669.9000244140625,181929,CMPC.SN
2020-04-14,1708.5,131754,CMPC.SN
2020-04-15,1675.0,365203,CMPC.SN
2020-04-16,1655.0,579009,CMPC.SN
2020-04-17,1635.300048828125,208214,CMPC.SN
2020-04-20,1590.0,628475,CMPC.SN
2020-04-21,1569.0,102899,CMPC.SN
2020-04-22,1575.0,222878,CMPC.SN
2020-04-23,1658.0,366137,CMPC.SN
2020-04-24,1705.0,260493,CMPC.SN
2020-04-27,1780.0,421474,CMPC.SN
2020-04-28,1780.0,847382,CMPC.SN
2020-04-29,1813.9000244140625,179828,CMPC.SN
2020-04-30,1799.9000244140625,596815,CMPC.SN
2020-05-04,1740.0,436382,CMPC.SN
2020-05-05,1770.0,196867,CMPC.SN
2020-05-06,1800.9000244140625,114347,CMPC.SN
2020-05-07,1860.0,274293,CMPC.SN
2020-05-08,1715.0,593060,CMPC.SN
2020-05-11,1719.699951171875,251423,CMPC.SN
2020-05-12,1685.0,361505,CMPC.SN
2020-05-13,1696.199951171875,581066,CMPC.SN
2020-05-14,1720.0,669161,CMPC.SN
2020-05-15,1676.0,272508,CMPC.SN
2020-05-18,1770.0,221860,CMPC.SN
2020-05-19,1767.0,248106,CMPC.SN
2020-05-20,1779.9000244140625,415716,CMPC.SN
2020-05-22,1718.0,4360065,CMPC.SN
